Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:12(_OpenpyxlWriter)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.002    0.001 frontend.py:121(build_stmts)
        1    0.000    0.000    0.000    0.000 frontend.py:238(get_default_args)
        1    0.000    0.000    0.000    0.000 conv.py:17(Conv2d)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        4    0.000    0.000    0.000    0.000 apply.py:124(columns)
        2    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.003    0.003 traceback.py:200(extract_stack)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        5    0.000    0.000    0.000    0.000 nanops.py:189(_maybe_get_mask)
        3    0.000    0.000    0.001    0.000 series.py:4400(isna)
        1    0.000    0.000    0.000    0.000 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1797(Cavalier_of_Gales_ETB_effect)
        6    0.000    0.000    0.000    0.000 M20_cards.py:2451(<lambda>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:750(_define_guard)
        2    0.000    0.000    0.000    0.000 annotations.py:119(<listcomp>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        8    0.000    0.000    0.000    0.000 accessor.py:179(__init__)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 replicate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 winterm.py:24(__init__)
       10    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1175(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1273(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 indexers.py:64(FixedWindowIndexer)
       22    0.000    0.000    0.000    0.000 expr.py:262(_op_maker)
        1    0.000    0.000    0.000    0.000 pytables.py:4574(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 Card_types.py:1073(__init__)
        1    0.000    0.000    0.000    0.000 combat_logic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 M20_cards.py:2163(Masterful_Replication_effect)
        3    0.000    0.000    0.000    0.000 __init__.py:2069(_find_builtin)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:10(HalfCauchy)
        1    0.000    0.000    0.000    0.000 boxes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        5    0.000    0.000    0.006    0.001 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 display.py:14(detect_console_encoding)
        2    0.000    0.000    0.000    0.000 cast.py:1524(maybe_cast_to_integer_array)
        1    0.000    0.000    0.000    0.000 offsets.py:658(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1199(_CustomBusinessMonth)
        6    0.000    0.000    0.000    0.000 base.py:101(_make_comparison_op)
        1    0.000    0.000    0.000    0.000 expr.py:734(Expr)
        3    0.000    0.000    0.000    0.000 parsers.py:882(close)
       10    0.000    0.000    0.000    0.000 M20_cards.py:1227(Rule_of_Law_effect)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 initialise.py:23(init)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_align.py:13(_RoIAlignFunction)
        1    0.000    0.000    0.000    0.000 generalized_rcnn.py:4(<module>)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
       12    0.000    0.000    0.000    0.000 algorithms.py:1275(_view_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        3    0.000    0.000    0.000    0.000 generic.py:3227(_set_as_cached)
        1    0.000    0.000    0.000    0.000 M20_cards.py:830(<lambda>)
       15    0.000    0.000    0.000    0.000 M20_cards.py:931(<lambda>)
       13    0.000    0.000    0.000    0.000 M20_cards.py:1822(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
        1    0.000    0.000    0.000    0.000 __init__.py:472(CudnnModule)
        1    0.000    0.000    0.000    0.000 pooling.py:486(AvgPool2d)
        6    0.000    0.000    0.000    0.000 __init__.py:1069(_rcb)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        2    0.000    0.000    0.000    0.000 initialise.py:74(wrap_stream)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:64(AnsiToWin32)
        1    0.000    0.000    0.000    0.000 chi2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:213(ComposeTransform)
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:10(FisherSnedecor)
        1    0.000    0.000    0.000    0.000 laplace.py:8(Laplace)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
       42    0.000    0.000    0.000    0.000 parse.py:98(_noop)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
       12    0.000    0.000    0.000    0.000 inspect.py:687(<genexpr>)
        5    0.000    0.000    0.000    0.000 nanops.py:329(_na_ok_dtype)
        2    0.000    0.000    0.000    0.000 series.py:833(_take_with_is_copy)
       11    0.000    0.000    0.000    0.000 M20_cards.py:2333(<lambda>)
        1    0.000    0.000    0.000    0.000 storage.py:7(_StorageBase)
        1    0.000    0.000    0.000    0.000 distributed.py:33(DistributedDataParallel)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 gamma.py:13(Gamma)
        1    0.000    0.000    0.000    0.000 transforms.py:562(CatTransform)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        6    0.000    0.000    0.000    0.000 csvs.py:135(<genexpr>)
        1    0.000    0.000    0.000    0.000 warnings.py:470(__enter__)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        4    0.000    0.000    0.000    0.000 arrayprint.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        4    0.000    0.000    0.000    0.000 offsets.py:2529(_tick_comp)
        1    0.000    0.000    0.000    0.000 numpy_.py:26(PandasDtype)
        1    0.000    0.000    0.000    0.000 blocks.py:2586(ObjectBlock)
        1    0.000    0.000    0.000    0.000 pytables.py:24(PyTablesScope)
        2    0.000    0.000    0.000    0.000 Abilities_Effects.py:944(remove_replace_points)
        5    0.000    0.000    0.000    0.000 M20_cards.py:485(<lambda>)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:16(get_file_path)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 dataloader.py:41(_InfiniteConstantSampler)
        1    0.000    0.000    0.007    0.007 misc.py:135(FrozenBatchNorm2d)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       49    0.000    0.000    0.000    0.000 inspect.py:357(<lambda>)
       46    0.000    0.000    0.000    0.000 methods.py:220(<lambda>)
        2    0.000    0.000    0.000    0.000 numeric.py:107(_shallow_copy)
        1    0.000    0.000    0.000    0.000 period.py:70(PeriodDelegateMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:1968(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 blocks.py:2165(DatetimeBlock)
        3    0.000    0.000    0.000    0.000 parsers.py:1551(_make_index)
        1    0.000    0.000    0.000    0.000 pytables.py:4112(AppendableTable)
        1    0.000    0.000    0.000    0.000 _testing.py:80(set_testing_mode)
        1    0.000    0.000    0.000    0.000 Card_types.py:1092(add_equip_abil)
        2    0.000    0.000    0.000    0.000 M20_cards.py:1711(r_Boreal_Elemental_effect)
        1    0.000    0.000    0.000    0.000 M20_cards.py:2020(Flood_of_Tears_effect)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
       30    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
        1    0.000    0.000    0.002    0.002 auto_symbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cauchy.py:11(Cauchy)
        2    0.000    0.000    0.000    0.000 arrayprint.py:379(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1311(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        1    0.000    0.000    0.000    0.000 _core.py:541(PlotAccessor)
        1    0.000    0.000    0.000    0.000 pytables.py:4344(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 sql.py:1048(SQLDatabase)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        7    0.000    0.000    0.000    0.000 Concepts.py:169(__init__)
        3    0.000    0.000    0.000    0.000 M20_cards.py:1064(Master_Splicer_pump_effect)
        1    0.000    0.000    0.000    0.000 _ops.py:70(_Ops)
        1    0.000    0.000    0.000    0.000 beta.py:10(Beta)
        1    0.000    0.000    0.000    0.000 gumbel.py:13(Gumbel)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 dtypes.py:45(Registry)
        2    0.000    0.000    0.000    0.000 inspect.py:882(__init__)
        1    0.000    0.000    0.000    0.000 timedeltas.py:37(TimedeltaDelegateMixin)
        4    0.000    0.000    0.000    0.000 indexing.py:2394(is_label_like)
        1    0.000    0.000    0.000    0.000 blocks.py:1590(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 _misc.py:423(_Options)
        1    0.000    0.000    0.000    0.000 indexers.py:90(VariableWindowIndexer)
        2    0.000    0.000    0.000    0.000 expr.py:109(_compose)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 streams.py:105(Event)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.001    0.001 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:7(LogNormal)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
       30    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1808(_LocIndexer)
        1    0.000    0.000    0.000    0.000 pytables.py:487(PyTablesExpr)
        4    0.000    0.000    0.000    0.000 Abilities_Effects.py:737(__init__)
        4    0.000    0.000    0.000    0.000 M20_cards.py:2062(EOTr_Frilled_Sea_Serpent_abil)
        2    0.000    0.000    0.000    0.000 M20_cards.py:2641(r_Warden_of_Evos_Isle_cost_reduce)
        2    0.000    0.000    0.001    0.000 __init__.py:2065(_register_builtin)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 transforms.py:168(_InverseTransform)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        4    0.000    0.000    0.006    0.002 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
       27    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
       16    0.000    0.000    0.000    0.000 strings.py:2020(do_copy)
        2    0.000    0.000    0.000    0.000 generic.py:3415(xs)
        2    0.000    0.000    0.000    0.000 indexing.py:615(_get_label)
        3    0.000    0.000    0.000    0.000 blocks.py:365(iget)
        1    0.000    0.000    0.000    0.000 parsers.py:1344(ParserBase)
        1    0.000    0.000    0.000    0.000 pytables.py:1721(TableIterator)
        2    0.000    0.000    0.000    0.000 M20_cards.py:739(EOTr_Gods_Willing_effect)
        3    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 profiler.py:190(profile)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._tracer_warn_use_python}
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 dataloader.py:60(DataLoader)
        1    0.000    0.000    0.000    0.000 image_list.py:2(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 stl10.py:11(STL10)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        3    0.000    0.000    0.000    0.000 __init__.py:99(_import_lzma)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:2482(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 string_.py:86(StringArray)
        1    0.000    0.000    0.000    0.000 datetimelike.py:872(DatetimelikeDelegateMixin)
        2    0.000    0.000    0.000    0.000 managers.py:145(make_empty)
        1    0.000    0.000    0.000    0.000 concat.py:287(_Concatenator)
        1    0.000    0.000    0.000    0.000 pytables.py:242(FilterBinOp)
        3    0.000    0.000    0.000    0.000 M20_cards.py:2374(<lambda>)
       12    0.000    0.000    0.000    0.000 annotations.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 std.py:128(Bar)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:55(closed)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.000    0.000 transforms.py:80(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:221(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Game.py:62(MTG_Game)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        3    0.000    0.000    0.000    0.000 interval.py:1147(_setop)
        2    0.000    0.000    0.000    0.000 indexing.py:710(_is_nested_tuple_indexer)
        1    0.000    0.000    0.000    0.000 format.py:1808(EngFormatter)
        1    0.000    0.000    0.000    0.000 indexers.py:107(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 Abilities_Effects.py:763(reverse_effect)
        4    0.000    0.000    0.000    0.000 M20_cards.py:1166(pacifism_effect)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1893(Convolute_effect)
        8    0.000    0.000    0.000    0.000 M20_cards.py:2107(<lambda>)
        2    0.000    0.000    0.000    0.000 M20_cards.py:2591(Tales_End_effect)
        4    0.000    0.000    0.000    0.000 win32.py:99(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1682(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 half_normal.py:10(HalfNormal)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        1    0.000    0.000    0.000    0.000 _utils.py:122(BoxCoder)
        1    0.000    0.000    0.000    0.000 cifar.py:17(CIFAR10)
        1    0.000    0.000    0.000    0.000 apply.py:408(FrameColumnApply)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        7    0.000    0.000    0.000    0.000 common.py:1398(<lambda>)
        2    0.000    0.000    0.000    0.000 indexing.py:1816(_validate_key)
        1    0.000    0.000    0.000    0.000 Card_types.py:1278(give_player)
       20    0.000    0.000    0.000    0.000 M20_cards.py:2106(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 streams.py:5(Stream)
        1    0.000    0.000    0.000    0.000 profiler.py:8(EventList)
        1    0.000    0.000    0.000    0.000 __init__.py:1410(ScriptModule)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        2    0.000    0.000    0.000    0.000 apply.py:136(dtypes)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        7    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 dtypes.py:497(validate_ordered)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
       30    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        4    0.000    0.000    0.000    0.000 blocks.py:187(is_categorical_astype)
        1    0.000    0.000    0.000    0.000 concat.py:114(JoinUnit)
        1    0.000    0.000    0.000    0.000 ops.py:195(Op)
        1    0.000    0.000    0.000    0.000 pytables.py:4444(AppendableSeriesTable)
        2    0.000    0.000    0.000    0.000 Card_types.py:892(put_on_top_of_lib)
        2    0.000    0.000    0.000    0.000 M20_cards.py:307(r_Angel_of_Vitality_pump_effect)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 rnn.py:23(PackedSequence)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 video_utils.py:28(VideoClips)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        2    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        1    0.000    0.000    0.005    0.005 __init__.py:32(__enter__)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        8    0.000    0.000    0.000    0.000 config.py:805(inner)
       12    0.000    0.000    0.000    0.000 inspect.py:690(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
        1    0.000    0.000    0.000    0.000 array.py:1455(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 string_.py:22(StringDtype)
       16    0.000    0.000    0.000    0.000 extension.py:135(make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 indexing.py:89(IndexingMixin)
        2    0.000    0.000    0.000    0.000 parsers.py:529(_make_parser_function)
        1    0.000    0.000    0.000    0.000 parsers.py:2208(PythonParser)
        1    0.000    0.000    0.000    0.000 stata.py:2815(StataWriter117)
       13    0.000    0.000    0.000    0.000 Abilities_Effects.py:417(check_requirements)
       13    0.000    0.000    0.000    0.000 Abilities_Effects.py:504(check_choices)
        2    0.000    0.000    0.000    0.000 M20_cards.py:704(Glaring_Aegis_effect)
        3    0.000    0.000    0.000    0.000 M20_cards.py:2311(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:566(GRU)
        1    0.000    0.000    0.000    0.000 transforms.py:297(ExpTransform)
        1    0.000    0.000    0.000    0.000 Image.py:3214(Exif)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        2    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        8    0.000    0.000    0.000    0.000 inspect.py:228(istraceback)
        1    0.000    0.000    0.000    0.000 offsets.py:1130(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(FY5253)
       10    0.000    0.000    0.000    0.000 extension.py:92(inherit_names)
        1    0.000    0.000    0.000    0.000 blocks.py:2127(DatetimeLikeBlockMixin)
        3    0.000    0.000    0.000    0.000 parsers.py:3346(_clean_na_values)
        1    0.000    0.000    0.000    0.000 _json.py:249(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1385(Starfield_Mystic_cost_reduce)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 _jit_internal.py:84(env)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 std.py:70(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 winterm.py:39(set_attrs)
        1    0.000    0.000    0.000    0.000 __init__.py:1928(getLogger)
        1    0.000    0.000    0.000    0.000 rpn.py:11(AnchorGenerator)
        1    0.000    0.000    0.000    0.000 rpn.py:200(RegionProposalNetwork)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_equal)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        2    0.000    0.000    0.000    0.000 typing.py:1177(__class_getitem__)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        2    0.000    0.000    0.000    0.000 nanops.py:822(_nanminmax)
        5    0.000    0.000    0.000    0.000 generic.py:10484(<genexpr>)
        2    0.000    0.000    0.000    0.000 M20_cards.py:303(Angel_of_Vitality_pump_effect)
        2    0.000    0.000    0.000    0.000 M20_cards.py:725(<lambda>)
        1    0.000    0.000    0.000    0.000 M20_cards.py:1769(Captivating_Gyre_effect)
        2    0.000    0.000    0.000    0.000 M20_cards.py:2694(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 function.py:339(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 profiler.py:455(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 container.py:335(ParameterList)
        1    0.000    0.000    0.000    0.000 std.py:112(create_th_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:79(__setattr__)
        1    0.000    0.000    0.000    0.000 model_zoo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ImageStat.py:24(<module>)
        1    0.000    0.000    0.014    0.014 __init__.py:109(import_module)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _decorators.py:301(Appender)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        3    0.000    0.000    0.000    0.000 array.py:1363(_create_unary_method)
        4    0.000    0.000    0.000    0.000 timedeltas.py:53(_field_accessor)
        2    0.000    0.000    0.000    0.000 Abilities_Effects.py:897(__init__)
       10    0.000    0.000    0.000    0.000 M20_cards.py:1598(<listcomp>)
        5    0.000    0.000    0.000    0.000 M20_cards.py:2125(<lambda>)
