Fri Jul 10 13:19:39 2020    rand_data_py_profile.txt

         525909358 function calls (521666802 primitive calls) in 236.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 M20_cards.py:2400(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 sparse.py:13(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:64(get_closure)
        1    0.000    0.000    0.000    0.000 __init__.py:39(_parse_env)
        1    0.000    0.000    0.000    0.000 frontend.py:247(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:640(StackTransform)
        1    0.000    0.000    0.000    0.000 roi_pool.py:13(_RoIPoolFunction)
        1    0.000    0.000    0.000    0.000 roi_heads.py:322(RoIHeads)
        2    0.000    0.000    0.000    0.000 apply.py:132(values)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        5    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
       10    0.000    0.000    0.000    0.000 typing.py:829(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1583(BinaryIO)
        1    0.000    0.000    0.000    0.000 inspect.py:3081(signature)
        1    0.000    0.000    0.000    0.000 invalid.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1019(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 accessor.py:187(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 blocks.py:2887(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 format.py:404(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 _json.py:203(FrameWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:2116(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:4509(GenericTable)
        1    0.000    0.000    0.000    0.000 sql.py:1553(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 __init__.py:50(get_nvToolsExt_path)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 batchnorm.py:13(_BatchNorm)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 transforms.py:835(ColorJitter)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:363(_finalize)
        2    0.000    0.000    0.000    0.000 inspect.py:1507(currentframe)
        1    0.000    0.000    0.000    0.000 roperator.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:212(DatelikeOps)
        1    0.000    0.000    0.000    0.000 format.py:1446(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:785(ZipExtFile)
        1    0.000    0.000    0.000    0.000 ops.py:881(DataSplitter)
        1    0.000    0.000    0.000    0.000 engines.py:39(AbstractEngine)
        1    0.000    0.000    0.000    0.000 ops.py:523(UnaryOp)
        1    0.000    0.000    0.000    0.000 merge.py:1523(_AsOfMerge)
        6    0.000    0.000    0.000    0.000 parsers.py:1545(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:7(_XlsxStyler)
        2    0.000    0.000    0.000    0.000 Abilities_Effects.py:968(replace_effect)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 _VF.py:7(__init__)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 transforms.py:393(AffineTransform)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 svhn.py:10(SVHN)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        7    0.000    0.000    0.000    0.000 config.py:793(inner)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        8    0.000    0.000    0.000    0.000 inspect.py:238(isframe)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        6    0.000    0.000    0.000    0.000 nanops.py:83(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1003(BusinessHour)
       16    0.000    0.000    0.000    0.000 strings.py:2017(copy)
        3    0.000    0.000    0.000    0.000 range.py:210(start)
        6    0.000    0.000    0.000    0.000 indexing.py:716(<genexpr>)
        9    0.000    0.000    0.000    0.000 blocks.py:202(external_values)
        1    0.000    0.000    0.000    0.000 format.py:390(TextAdjustment)
        3    0.000    0.000    0.000    0.000 series.py:104(_coerce_method)
        1    0.000    0.000    0.000    0.000 _xlwt.py:7(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:2982(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:40(Term)
        1    0.000    0.000    0.000    0.000 sql.py:586(SQLTable)
        3    0.000    0.000    0.000    0.000 Abilities_Effects.py:694(counterspelled)
        2    0.000    0.000    0.000    0.000 Concepts.py:199(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:256(manager_path)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 tarfile.py:334(_Stream)
        1    0.000    0.000    0.000    0.000 __init__.py:645(ignore_lib_warnings)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 fetch.py:4(<module>)
        1    0.000    0.000    0.000    0.000 quasirandom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:373(FrameRowApply)
        2    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:954(addgroup)
        3    0.000    0.000    0.000    0.000 __init__.py:358(_FuncPtr)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 __init__.py:211(__getattr__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 core.py:1289(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:596(_GenericAlias)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.001    0.000 indexing.py:1270(_getitem_tuple)
        1    0.000    0.000    0.000    0.000 format.py:1667(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 common.py:461(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.000    0.000 html.py:138(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:3014(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 Card_types.py:751(counterspelled)
        1    0.000    0.000    0.000    0.000 Card_types.py:1203(__init__)
        2    0.000    0.000    0.000    0.000 M20_cards.py:150(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:27(ExecutionStats)
        1    0.000    0.000    0.000    0.000 utils.py:19(THNNBackendBase)
        1    0.000    0.000    0.000    0.000 profiler.py:488(FunctionEvent)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:176(export)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        2    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:27(_raise_version_warning)
        1    0.000    0.000    0.000    0.000 mnist.py:286(QMNIST)
        1    0.000    0.000    0.000    0.000 semeion.py:10(SEMEION)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        2    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6649(_frommethod)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        3    0.000    0.000    0.000    0.000 inference.py:130(is_file_like)
        3    0.000    0.000    0.000    0.000 _decorators.py:221(rewrite_axis_style_signature)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 base.py:46(PandasObject)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        6    0.000    0.000    0.000    0.000 extension.py:115(_make_wrapped_comparison_op)
        2    0.000    0.000    0.000    0.000 M20_cards.py:475(Brought_Back_effect)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 tarfile.py:610(_FileInFile)
        3    0.000    0.000    0.000    0.000 __init__.py:457(__init__)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:392(_qualified_name)
        1    0.000    0.000    0.000    0.000 sparse.py:9(Embedding)
        1    0.000    0.000    0.000    0.000 frontend.py:597(<listcomp>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 winterm.py:22(WinTerm)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:319(PowerTransform)
        1    0.000    0.000    0.000    0.000 dataloader.py:354(_MultiProcessingDataLoaderIter)
        2    0.000    0.000    0.000    0.000 _torch_docs.py:27(<dictcomp>)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:218(KeypointRCNNHeads)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:206(UTC)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 config.py:482(deprecate_option)
        1    0.000    0.000    0.000    0.000 algorithms.py:1073(SelectN)
        1    0.000    0.000    0.000    0.000 range.py:170(_int64index)
        1    0.000    0.000    0.000    0.000 rolling.py:2095(RollingGroupby)
        1    0.000    0.000    0.000    0.000 expr.py:710(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 html.py:630(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:4085(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:5005(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:381(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 sasreader.py:3(<module>)
        2    0.000    0.000    0.000    0.000 M20_cards.py:447(<lambda>)
        2    0.000    0.000    0.000    0.000 M20_cards.py:1169(r_pacifism_effect)
        3    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:191(ignore)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1384(Protocol)
        1    0.000    0.000    0.000    0.000 container.py:22(Sequential)
        1    0.000    0.000    0.000    0.000 sparse.py:173(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 omniglot.py:9(Omniglot)
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
       10    0.000    0.000    0.000    0.000 typing.py:895(cast)
        1    0.000    0.000    0.000    0.000 typing.py:1285(SupportsInt)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        5    0.000    0.000    0.000    0.000 nanops.py:166(_get_fill_value)
        1    0.000    0.000    0.001    0.001 autotimeit.py:1(<module>)
        4    0.000    0.000    0.000    0.000 indexing.py:1870(_get_partial_string_timestamp_match_key)
